cycles,instructions,cache_misses,branch_misses,label
3461490,1115329,12625,14867,3
3886353,1114868,14376,16324,3
47280580,25858612,247771,266238,3
42974314,23306437,239181,129744,3
42864445,23412614,232874,125598,3
42569451,23352129,257582,126875,3
44475810,23380580,239173,151196,3
41474842,23324423,258463,132296,3
47017892,25981970,148013,288735,3
46665326,25993790,198445,294621,3
26234763,14115874,121305,74811,3
25970221,14141557,132484,73854,3
25999273,14112866,122258,72856,3
25964996,13958325,131175,82132,3
27073445,14186468,129616,73198,3
25797156,14154663,145287,73183,3
28486646,15473962,96959,156852,3
29300254,14182867,124904,73999,3
7327815,3408482,37672,30089,3
8260823,3435409,42531,29558,3
7828934,3417621,39449,28091,3
8040928,3422806,44537,28688,3
8435523,3450096,48674,34807,3
8760906,3406085,45749,29785,3
8092716,3881532,33977,52568,3
8980886,3414248,47230,35402,3
10371681,3395286,42003,29268,3
40993986,21692372,274795,148963,3
40349569,22230132,229785,119188,3
40333866,22248733,210734,119278,3
42952146,24033846,174177,247528,3
40679343,22107313,260306,160029,3
39606839,21889880,227403,144930,3
40718899,22202309,216297,126243,3
127320723,70610689,805053,448626,3
134117777,79785323,687457,805809,3
128471879,69987859,911742,579762,3
131805082,71045771,980022,518536,3
28706712,15617805,129047,85068,3
29502385,15538062,150575,110246,3
28784312,15668271,142096,80853,3
35600385,18588683,99986,174139,3
33578132,16286475,150162,125832,3
28997861,15585215,135731,87452,3
28575756,15580582,145530,81957,3
28647937,15581420,128994,80708,3
91934305,54336353,354713,653815,3
90717669,47849868,627471,475563,3
91847036,48186918,564862,288294,3
89229452,48232821,540045,285931,3
88213859,50417446,477486,380081,3
79966833,42928812,482514,264850,3
80651441,43257755,612721,387395,3
82937930,45083417,405161,332075,3
79195718,42835080,474770,256535,3
77139668,42906960,454788,268516,3
99924200,60482988,463292,684852,3
99864882,54605540,679475,588966,3
106217226,60949531,656852,593706,3
95436525,52915189,614424,341213,3
104721222,62877880,655709,679996,3
47405605,26851429,260599,147942,3
52626641,29792035,317129,342290,3
51549339,26791600,293784,160027,3
49243887,26867724,266530,150973,3
49444385,26879335,281772,155342,3
41849959,22260287,298775,174786,3
50335315,29566727,157364,320417,3
81182698,46066788,323109,503795,3
74782029,40952429,416119,247608,3
75581651,40928101,470093,236664,3
72649488,40977350,450079,236749,3
79542595,47070733,395588,522988,3
76803072,40792477,471033,361331,3
117445086,63935732,758987,529539,3
112844427,61193552,732244,369086,3
110640187,61394211,694932,425208,3
127437216,74200517,639955,826948,3
46564949,23458542,222904,146418,3
46047808,22977699,238346,128279,3
41225639,22915773,270125,126737,3
41756277,22896911,248091,143153,3
40423726,22927569,248424,130749,3
45348328,22667812,308910,227907,3
27802086,14253650,144676,75698,3
27331392,14233221,133043,75797,3
26507405,14226140,134000,74495,3
26534197,14217800,128391,74683,3
26641275,14062611,147672,110444,3
25732139,14221151,135181,93603,3
30786745,16826062,124260,164968,3
29733919,15258029,116610,146904,3
98238237,53880353,639712,318751,3
96562139,54016865,531990,338776,3
100614209,55885550,646644,431714,3
110385999,67921588,370430,762004,3
102528636,57918645,565237,472674,3
98844773,53925836,680428,326555,3
103097339,62124540,456190,655326,3
97318060,52841889,740915,412473,3
100578900,55110921,583050,457030,3
102792330,58413312,614206,561667,3
118618581,64887213,876349,415350,3
121716386,71335986,712450,687310,3
126143291,75089829,433479,894248,3
122609135,69512919,660854,594657,3
114278295,64989090,719163,386418,3
74671708,44382754,278647,466441,3
79848592,46834511,271675,538774,3
77126843,41386806,456953,284361,3
76948342,40116290,480933,246115,3
72264098,40170945,475655,232315,3
77624010,46235324,446125,449024,3
82660183,41683987,585147,433758,3
80649770,41955425,465534,266991,3
76191652,42031601,418451,253905,3
75335441,42027971,466610,263658,3
73680471,41997404,544580,255456,3
108625464,60276778,698316,587685,3
104075766,55774590,674075,384313,3
99884073,55765301,640962,340593,3
107634095,64410015,610991,643056,3
98698115,52429788,704377,471060,3
97755687,52958258,652034,327894,3
95173740,53118205,618441,325466,3
98312396,58780936,341764,684329,3
103914426,57900310,679819,660988,3
41180825,23545318,243370,285747,3
37392802,19773196,295366,266874,3
34907636,17522995,225323,116911,3
32415216,17509261,221371,113222,3
35865407,19997265,136571,263632,3
32756433,17417530,245093,152469,3
31594748,17506452,240232,115591,3
112708911,67746150,489283,761408,3
100859876,55664083,657696,350366,3
102390449,55454711,627436,396488,3
104832947,55308130,810124,541829,3
93068819,48748553,519055,318571,3
86477753,48350392,484435,284764,3
91647107,53846588,488011,546309,3
96389188,48275694,672268,464604,3
91875981,48409772,581862,283361,3
110421015,59799052,736885,377294,3
113539156,67873540,583705,651009,3
110245148,59881459,818648,517604,3
111643862,59474427,785099,383308,3
24071070,12835339,109803,65827,3
23776464,12840827,94632,65231,3
24171734,12817106,113049,69288,3
25578909,13487954,100749,105824,3
24210042,12804816,120202,73284,3
24221707,13321507,89800,96632,3
26550046,12863346,113442,67429,3
24616248,12817369,99148,65194,3
79960596,43038687,548584,253955,3
80635941,44230997,487351,335261,3
81009390,48264389,259975,569492,3
80099054,42957993,441512,258092,3
82093987,43016748,562670,258771,3
77828166,43196121,461343,247192,3
103521165,61673003,797959,673815,3
102164629,58986331,567504,706137,3
100992228,55544452,674644,462852,3
96626396,51849887,617932,340355,3
98036319,55931822,718331,489727,3
3592779,1238782,14634,15924,3
4177293,1336859,14755,19776,3
4496878,1179716,15340,16971,3
4539847,1324144,16527,21497,3
3754108,1216945,13253,15919,3
4038675,1278942,14778,16149,3
4166441,1231079,14190,15321,3
4164267,1263100,15015,16356,3
3932036,1302663,14998,21468,3
100559236,59532472,504505,723847,3
101215708,55599718,720175,587904,3
96525489,52429683,597768,334867,3
95647982,52743789,687197,324500,3
95105294,52722858,618335,333428,3
80577240,43184300,505624,471631,3
72512077,39742947,404347,271456,3
72221850,39827180,466901,226308,3
71825454,39862238,475077,238090,3
76135985,42644954,507833,377104,3
118676897,71600021,500468,834724,3
107592676,58724984,748741,372372,3
106342951,59025246,652107,368638,3
112397335,65749484,617028,602222,3
110585167,58519151,779288,553250,3
77840571,42561583,400732,378454,3
69810315,37511035,445131,220928,3
67408848,37390576,367788,229315,3
74113437,43187904,463253,497453,3
68725900,37354526,403485,273632,3
143845345,84328374,494206,1016598,3
133047811,73479879,796007,442487,3
132003644,73633468,864367,492373,3
135700369,74892892,1011654,709740,3
53722068,28055608,300486,160056,3
54847989,27837319,323521,165534,3
49793665,28000205,274047,157021,3
54942317,32138906,271777,328158,3
49282900,27984160,324701,159514,3
59416380,34772532,268162,362823,3
54183796,28183222,311620,169213,3
51129630,27449666,294217,165545,3
50985656,27662473,295650,158536,3
51226238,27860642,306397,175322,3
52144607,30327588,268073,326376,3
55775653,27688096,359346,296454,3
53391183,27602601,272903,155681,3
51495984,27614019,307744,161348,3
111252269,61876115,744527,377289,3
123866729,76019004,568545,860900,3
115027741,61548574,878104,581859,3
113400924,61727835,748435,365688,3
33497671,18238417,176253,99457,3
33486944,18186879,172007,96479,3
37322155,19911065,215079,208375,3
34083087,18181902,200503,117877,3
33018317,18113846,179185,107001,3
33614274,18152797,185665,101127,3
33478419,18160081,182124,96096,3
125104167,70749808,890431,440106,3
130867334,70558588,1017662,589310,3
135044061,76700295,703248,658029,3
127257268,70916417,787225,448975,3
93821137,52355545,597071,495905,3
91596085,48395411,695671,459382,3
91312581,49573881,492047,312157,3
90155845,49582837,537255,298868,3
92403608,52244666,576067,512163,3
27045889,14003945,140085,109186,3
30322408,15954585,81867,159615,3
26487097,14130517,132588,74610,3
26366937,14095409,132096,75502,3
25958150,14131129,126733,72197,3
26095889,14116290,121469,74428,3
29521323,15318393,110860,149216,3
86433866,45609476,633771,414699,3
86978174,45975421,554034,304449,3
84418349,46175117,551003,270778,3
82953551,45950766,569358,302863,3
85757745,46011770,555726,371418,3
58758993,31233528,398229,182261,3
59131992,32606488,295386,270540,3
55882091,31185817,340990,182649,3
60072089,32887450,369935,285209,3
56775212,31065540,392942,223467,3
34482238,18878969,231569,102616,3
36330399,19719336,161750,159421,3
34995683,18864481,190220,102886,3
33856491,18821605,184028,100341,3
35662387,19796383,164468,187624,3
33054021,18809317,197835,99803,3
39722953,21465767,227454,218107,3
21271488,10894529,91127,55795,3
21034663,11139978,78054,84422,3
20777569,10858070,76639,53702,3
20420714,10837103,82376,52212,3
22040413,11646172,91479,105990,3
22441510,11885722,91620,104143,3
23557320,12579197,68259,106127,3
21912456,11591802,64604,100463,3
23047815,11606023,72501,102949,3
132847790,73339423,935572,439641,3
139625166,80215222,743483,755948,3
147046423,86973792,938097,1030145,3
144554963,84599364,796303,854104,3
138792764,77434253,1002367,480208,3
149578337,90823477,858904,1052747,3
156764348,94801000,819495,1096587,3
149362791,84307604,840909,707284,3
138967390,77568117,941466,470197,3
19085610,9317066,63717,49026,3
16987429,9235828,54293,43246,3
18094987,9909488,52277,79036,3
19378769,9922452,42892,78724,3
19056865,9273586,66821,44699,3
17922710,9268943,64027,42504,3
18643414,9234040,63966,43226,3
17407497,9248554,62052,42778,3
126083466,71010592,741342,610765,3
123133389,67931340,859046,591011,3
134728373,78490301,795028,952230,3
126761959,72727636,579362,762594,3
120828228,66852894,841756,462822,3
52202742,28740745,303701,303398,3
52118350,29389718,219992,335641,3
49105825,26383174,285533,157868,3
49288790,26446568,283079,154737,3
48390611,26423047,283689,157097,3
52241183,29887869,153703,320965,3
29156327,15874522,152546,150963,3
33621942,19033147,110443,187170,3
28995932,15081897,136025,78811,3
29050734,16446299,112210,165882,3
29003018,15020771,132216,77796,3
29180344,15236993,149886,94542,3
30690590,15267335,147475,115792,3
29965756,17502941,112704,157409,3
144272028,80513448,1076579,921905,3
